Age_grp,serotype,n,disease,Indigenous.status,year
70-74,Unknown,0,Bacteraemia,Non-Indigenous,2014
75-79,4,0,Bacteraemia,Non-Indigenous,2014
75-79,6B,1,Bacteraemia,Non-Indigenous,2014
75-79,9V,0,Bacteraemia,Non-Indigenous,2014
75-79,14,0,Bacteraemia,Non-Indigenous,2014
75-79,18C,1,Bacteraemia,Non-Indigenous,2014
75-79,19F,1,Bacteraemia,Non-Indigenous,2014
75-79,3,2,Bacteraemia,Non-Indigenous,2014
75-79,7F,0,Bacteraemia,Non-Indigenous,2014
75-79,8,0,Bacteraemia,Non-Indigenous,2014
75-79,9N,1,Bacteraemia,Non-Indigenous,2014
75-79,10A,0,Bacteraemia,Non-Indigenous,2014
75-79,11A,1,Bacteraemia,Non-Indigenous,2014
75-79,12F,0,Bacteraemia,Non-Indigenous,2014
75-79,15B,0,Bacteraemia,Non-Indigenous,2014
75-79,17F,2,Bacteraemia,Non-Indigenous,2014
75-79,19A,1,Bacteraemia,Non-Indigenous,2014
75-79,20,0,Bacteraemia,Non-Indigenous,2014
75-79,22F,2,Bacteraemia,Non-Indigenous,2014
75-79,33F,0,Bacteraemia,Non-Indigenous,2014
75-79,6A,0,Bacteraemia,Non-Indigenous,2014
75-79,6C,2,Bacteraemia,Non-Indigenous,2014
75-79,9L,0,Bacteraemia,Non-Indigenous,2014
75-79,15A,0,Bacteraemia,Non-Indigenous,2014
75-79,15C,0,Bacteraemia,Non-Indigenous,2014
75-79,16F,2,Bacteraemia,Non-Indigenous,2014
75-79,21,0,Bacteraemia,Non-Indigenous,2014
75-79,22A,0,Bacteraemia,Non-Indigenous,2014
75-79,23A,4,Bacteraemia,Non-Indigenous,2014
75-79,23B,1,Bacteraemia,Non-Indigenous,2014
75-79,31,0,Bacteraemia,Non-Indigenous,2014
75-79,34,0,Bacteraemia,Non-Indigenous,2014
75-79,35B,1,Bacteraemia,Non-Indigenous,2014
75-79,35F,0,Bacteraemia,Non-Indigenous,2014
75-79,38,0,Bacteraemia,Non-Indigenous,2014
75-79,Unknown,1,Bacteraemia,Non-Indigenous,2014
80-84,4,0,Bacteraemia,Non-Indigenous,2014
80-84,6B,0,Bacteraemia,Non-Indigenous,2014
80-84,9V,0,Bacteraemia,Non-Indigenous,2014
80-84,14,0,Bacteraemia,Non-Indigenous,2014
80-84,18C,0,Bacteraemia,Non-Indigenous,2014
80-84,19F,2,Bacteraemia,Non-Indigenous,2014
80-84,3,1,Bacteraemia,Non-Indigenous,2014
80-84,7F,0,Bacteraemia,Non-Indigenous,2014
80-84,8,0,Bacteraemia,Non-Indigenous,2014
80-84,9N,0,Bacteraemia,Non-Indigenous,2014
80-84,10A,0,Bacteraemia,Non-Indigenous,2014
80-84,11A,1,Bacteraemia,Non-Indigenous,2014
80-84,12F,0,Bacteraemia,Non-Indigenous,2014
80-84,15B,0,Bacteraemia,Non-Indigenous,2014
80-84,17F,0,Bacteraemia,Non-Indigenous,2014
80-84,19A,1,Bacteraemia,Non-Indigenous,2014
80-84,20,0,Bacteraemia,Non-Indigenous,2014
80-84,22F,1,Bacteraemia,Non-Indigenous,2014
80-84,33F,0,Bacteraemia,Non-Indigenous,2014
80-84,6A,0,Bacteraemia,Non-Indigenous,2014
80-84,6C,0,Bacteraemia,Non-Indigenous,2014
80-84,9L,0,Bacteraemia,Non-Indigenous,2014
80-84,15A,1,Bacteraemia,Non-Indigenous,2014
80-84,15C,0,Bacteraemia,Non-Indigenous,2014
80-84,16F,0,Bacteraemia,Non-Indigenous,2014
80-84,21,0,Bacteraemia,Non-Indigenous,2014
80-84,22A,0,Bacteraemia,Non-Indigenous,2014
80-84,23A,0,Bacteraemia,Non-Indigenous,2014
80-84,23B,0,Bacteraemia,Non-Indigenous,2014
80-84,31,0,Bacteraemia,Non-Indigenous,2014
80-84,34,0,Bacteraemia,Non-Indigenous,2014
80-84,35B,2,Bacteraemia,Non-Indigenous,2014
80-84,35F,1,Bacteraemia,Non-Indigenous,2014
80-84,38,0,Bacteraemia,Non-Indigenous,2014
80-84,Unknown,3,Bacteraemia,Non-Indigenous,2014
85-89,4,0,Bacteraemia,Non-Indigenous,2014
85-89,6B,1,Bacteraemia,Non-Indigenous,2014
85-89,9V,0,Bacteraemia,Non-Indigenous,2014
85-89,14,0,Bacteraemia,Non-Indigenous,2014
85-89,18C,0,Bacteraemia,Non-Indigenous,2014
85-89,19F,0,Bacteraemia,Non-Indigenous,2014
85-89,3,1,Bacteraemia,Non-Indigenous,2014
85-89,7F,0,Bacteraemia,Non-Indigenous,2014
85-89,8,0,Bacteraemia,Non-Indigenous,2014
85-89,9N,0,Bacteraemia,Non-Indigenous,2014
85-89,10A,0,Bacteraemia,Non-Indigenous,2014
85-89,11A,1,Bacteraemia,Non-Indigenous,2014
85-89,12F,0,Bacteraemia,Non-Indigenous,2014
85-89,15B,0,Bacteraemia,Non-Indigenous,2014
85-89,17F,1,Bacteraemia,Non-Indigenous,2014
85-89,19A,0,Bacteraemia,Non-Indigenous,2014
85-89,20,2,Bacteraemia,Non-Indigenous,2014
85-89,22F,2,Bacteraemia,Non-Indigenous,2014
85-89,33F,1,Bacteraemia,Non-Indigenous,2014
85-89,6A,0,Bacteraemia,Non-Indigenous,2014
85-89,6C,0,Bacteraemia,Non-Indigenous,2014
85-89,9L,0,Bacteraemia,Non-Indigenous,2014
85-89,15A,3,Bacteraemia,Non-Indigenous,2014
85-89,15C,0,Bacteraemia,Non-Indigenous,2014
85-89,16F,0,Bacteraemia,Non-Indigenous,2014
85-89,21,0,Bacteraemia,Non-Indigenous,2014
85-89,22A,0,Bacteraemia,Non-Indigenous,2014
85-89,23A,0,Bacteraemia,Non-Indigenous,2014
85-89,23B,0,Bacteraemia,Non-Indigenous,2014
85-89,31,0,Bacteraemia,Non-Indigenous,2014
85-89,34,0,Bacteraemia,Non-Indigenous,2014
85-89,35B,1,Bacteraemia,Non-Indigenous,2014
85-89,35F,0,Bacteraemia,Non-Indigenous,2014
85-89,38,3,Bacteraemia,Non-Indigenous,2014
85-89,Unknown,1,Bacteraemia,Non-Indigenous,2014
90+,4,0,Bacteraemia,Non-Indigenous,2014
90+,6B,0,Bacteraemia,Non-Indigenous,2014
90+,9V,0,Bacteraemia,Non-Indigenous,2014
90+,14,0,Bacteraemia,Non-Indigenous,2014
90+,18C,0,Bacteraemia,Non-Indigenous,2014
90+,19F,0,Bacteraemia,Non-Indigenous,2014
90+,3,1,Bacteraemia,Non-Indigenous,2014
90+,7F,0,Bacteraemia,Non-Indigenous,2014
90+,8,0,Bacteraemia,Non-Indigenous,2014
90+,9N,1,Bacteraemia,Non-Indigenous,2014
90+,10A,0,Bacteraemia,Non-Indigenous,2014
90+,11A,1,Bacteraemia,Non-Indigenous,2014
90+,12F,0,Bacteraemia,Non-Indigenous,2014
90+,15B,1,Bacteraemia,Non-Indigenous,2014
90+,17F,0,Bacteraemia,Non-Indigenous,2014
90+,19A,1,Bacteraemia,Non-Indigenous,2014
90+,20,0,Bacteraemia,Non-Indigenous,2014
90+,22F,1,Bacteraemia,Non-Indigenous,2014
90+,33F,0,Bacteraemia,Non-Indigenous,2014
90+,6A,0,Bacteraemia,Non-Indigenous,2014
90+,6C,1,Bacteraemia,Non-Indigenous,2014
90+,9L,1,Bacteraemia,Non-Indigenous,2014
90+,15A,0,Bacteraemia,Non-Indigenous,2014
90+,15C,0,Bacteraemia,Non-Indigenous,2014
90+,16F,0,Bacteraemia,Non-Indigenous,2014
90+,21,0,Bacteraemia,Non-Indigenous,2014
90+,22A,0,Bacteraemia,Non-Indigenous,2014
90+,23A,0,Bacteraemia,Non-Indigenous,2014
90+,23B,0,Bacteraemia,Non-Indigenous,2014
90+,31,0,Bacteraemia,Non-Indigenous,2014
90+,34,0,Bacteraemia,Non-Indigenous,2014
90+,35B,1,Bacteraemia,Non-Indigenous,2014
90+,35F,0,Bacteraemia,Non-Indigenous,2014
90+,38,1,Bacteraemia,Non-Indigenous,2014
90+,Unknown,0,Bacteraemia,Non-Indigenous,2014
0-1M,19F,1,Bacteraemia,Non-Indigenous,2014
0-1M,10A,0,Bacteraemia,Non-Indigenous,2014
0-1M,11A,0,Bacteraemia,Non-Indigenous,2014
0-1M,15B,0,Bacteraemia,Non-Indigenous,2014
0-1M,19A,0,Bacteraemia,Non-Indigenous,2014
0-1M,22F,0,Bacteraemia,Non-Indigenous,2014
0-1M,33F,0,Bacteraemia,Non-Indigenous,2014
0-1M,15A,0,Bacteraemia,Non-Indigenous,2014
0-1M,15C,0,Bacteraemia,Non-Indigenous,2014
0-1M,16F,0,Bacteraemia,Non-Indigenous,2014
0-1M,23A,0,Bacteraemia,Non-Indigenous,2014
0-1M,23B,0,Bacteraemia,Non-Indigenous,2014
0-1M,38,0,Bacteraemia,Non-Indigenous,2014
2-3M,19F,0,Bacteraemia,Non-Indigenous,2014
2-3M,10A,0,Bacteraemia,Non-Indigenous,2014
2-3M,11A,0,Bacteraemia,Non-Indigenous,2014
2-3M,15B,0,Bacteraemia,Non-Indigenous,2014
2-3M,19A,0,Bacteraemia,Non-Indigenous,2014
2-3M,22F,1,Bacteraemia,Non-Indigenous,2014
2-3M,33F,0,Bacteraemia,Non-Indigenous,2014
2-3M,15A,0,Bacteraemia,Non-Indigenous,2014
2-3M,15C,0,Bacteraemia,Non-Indigenous,2014
2-3M,16F,0,Bacteraemia,Non-Indigenous,2014
2-3M,23A,0,Bacteraemia,Non-Indigenous,2014
2-3M,23B,0,Bacteraemia,Non-Indigenous,2014
2-3M,38,0,Bacteraemia,Non-Indigenous,2014
4-5M,19F,1,Bacteraemia,Non-Indigenous,2014
4-5M,10A,0,Bacteraemia,Non-Indigenous,2014
4-5M,11A,0,Bacteraemia,Non-Indigenous,2014
4-5M,15B,0,Bacteraemia,Non-Indigenous,2014
4-5M,19A,0,Bacteraemia,Non-Indigenous,2014
4-5M,22F,0,Bacteraemia,Non-Indigenous,2014
4-5M,33F,0,Bacteraemia,Non-Indigenous,2014
4-5M,15A,0,Bacteraemia,Non-Indigenous,2014
4-5M,15C,0,Bacteraemia,Non-Indigenous,2014
4-5M,16F,0,Bacteraemia,Non-Indigenous,2014
4-5M,23A,0,Bacteraemia,Non-Indigenous,2014
4-5M,23B,0,Bacteraemia,Non-Indigenous,2014
4-5M,38,1,Bacteraemia,Non-Indigenous,2014
6-11M,19F,0,Bacteraemia,Non-Indigenous,2014
6-11M,10A,0,Bacteraemia,Non-Indigenous,2014
6-11M,11A,2,Bacteraemia,Non-Indigenous,2014
6-11M,15B,0,Bacteraemia,Non-Indigenous,2014
6-11M,19A,2,Bacteraemia,Non-Indigenous,2014
6-11M,22F,0,Bacteraemia,Non-Indigenous,2014
6-11M,33F,1,Bacteraemia,Non-Indigenous,2014
6-11M,15A,0,Bacteraemia,Non-Indigenous,2014
6-11M,15C,1,Bacteraemia,Non-Indigenous,2014
6-11M,16F,1,Bacteraemia,Non-Indigenous,2014
6-11M,23A,1,Bacteraemia,Non-Indigenous,2014
6-11M,23B,1,Bacteraemia,Non-Indigenous,2014
6-11M,38,0,Bacteraemia,Non-Indigenous,2014
1-4,6B,0,Bacteraemia,Non-Indigenous,2013
1-4,18C,1,Bacteraemia,Non-Indigenous,2013
1-4,19F,0,Bacteraemia,Non-Indigenous,2013
1-4,23F,1,Bacteraemia,Non-Indigenous,2013
1-4,1,0,Bacteraemia,Non-Indigenous,2013
1-4,3,1,Bacteraemia,Non-Indigenous,2013
1-4,7F,0,Bacteraemia,Non-Indigenous,2013
1-4,8,0,Bacteraemia,Non-Indigenous,2013
1-4,9N,1,Bacteraemia,Non-Indigenous,2013
1-4,10A,5,Bacteraemia,Non-Indigenous,2013
1-4,11A,4,Bacteraemia,Non-Indigenous,2013
1-4,12F,2,Bacteraemia,Non-Indigenous,2013
1-4,15B,3,Bacteraemia,Non-Indigenous,2013
1-4,17F,0,Bacteraemia,Non-Indigenous,2013
1-4,19A,6,Bacteraemia,Non-Indigenous,2013
1-4,22F,3,Bacteraemia,Non-Indigenous,2013
1-4,33F,0,Bacteraemia,Non-Indigenous,2013
1-4,6A,0,Bacteraemia,Non-Indigenous,2013
1-4,6C,0,Bacteraemia,Non-Indigenous,2013
1-4,7C,1,Bacteraemia,Non-Indigenous,2013
1-4,13,0,Bacteraemia,Non-Indigenous,2013
1-4,15A,1,Bacteraemia,Non-Indigenous,2013
1-4,15C,5,Bacteraemia,Non-Indigenous,2013
1-4,16F,0,Bacteraemia,Non-Indigenous,2013
1-4,18B,0,Bacteraemia,Non-Indigenous,2013
1-4,22A,0,Bacteraemia,Non-Indigenous,2013
1-4,23A,0,Bacteraemia,Non-Indigenous,2013
1-4,23B,11,Bacteraemia,Non-Indigenous,2013
1-4,24F,2,Bacteraemia,Non-Indigenous,2013
1-4,31,0,Bacteraemia,Non-Indigenous,2013
1-4,34,1,Bacteraemia,Non-Indigenous,2013
1-4,35B,2,Bacteraemia,Non-Indigenous,2013
1-4,35F,0,Bacteraemia,Non-Indigenous,2013
1-4,37,0,Bacteraemia,Non-Indigenous,2013
1-4,38,3,Bacteraemia,Non-Indigenous,2013
1-4,Unknown,2,Bacteraemia,Non-Indigenous,2013
5-14,6B,0,Bacteraemia,Non-Indigenous,2013
5-14,18C,0,Bacteraemia,Non-Indigenous,2013
5-14,19F,2,Bacteraemia,Non-Indigenous,2013
5-14,23F,0,Bacteraemia,Non-Indigenous,2013
5-14,1,0,Bacteraemia,Non-Indigenous,2013
5-14,3,0,Bacteraemia,Non-Indigenous,2013
5-14,7F,1,Bacteraemia,Non-Indigenous,2013
5-14,8,0,Bacteraemia,Non-Indigenous,2013
5-14,9N,1,Bacteraemia,Non-Indigenous,2013
5-14,10A,0,Bacteraemia,Non-Indigenous,2013
5-14,11A,2,Bacteraemia,Non-Indigenous,2013
5-14,12F,0,Bacteraemia,Non-Indigenous,2013
5-14,15B,0,Bacteraemia,Non-Indigenous,2013
5-14,17F,0,Bacteraemia,Non-Indigenous,2013
5-14,19A,0,Bacteraemia,Non-Indigenous,2013
5-14,22F,2,Bacteraemia,Non-Indigenous,2013
5-14,33F,0,Bacteraemia,Non-Indigenous,2013
5-14,6A,0,Bacteraemia,Non-Indigenous,2013
5-14,6C,1,Bacteraemia,Non-Indigenous,2013
5-14,7C,0,Bacteraemia,Non-Indigenous,2013
5-14,13,0,Bacteraemia,Non-Indigenous,2013
5-14,15A,1,Bacteraemia,Non-Indigenous,2013
5-14,15C,1,Bacteraemia,Non-Indigenous,2013
5-14,16F,0,Bacteraemia,Non-Indigenous,2013
5-14,18B,0,Bacteraemia,Non-Indigenous,2013
5-14,22A,0,Bacteraemia,Non-Indigenous,2013
5-14,23A,0,Bacteraemia,Non-Indigenous,2013
5-14,23B,1,Bacteraemia,Non-Indigenous,2013
5-14,24F,0,Bacteraemia,Non-Indigenous,2013
5-14,31,0,Bacteraemia,Non-Indigenous,2013
5-14,34,0,Bacteraemia,Non-Indigenous,2013
5-14,35B,0,Bacteraemia,Non-Indigenous,2013
5-14,35F,0,Bacteraemia,Non-Indigenous,2013
5-14,37,0,Bacteraemia,Non-Indigenous,2013
5-14,38,0,Bacteraemia,Non-Indigenous,2013
5-14,Unknown,0,Bacteraemia,Non-Indigenous,2013
15-24,6B,0,Bacteraemia,Non-Indigenous,2013
15-24,18C,0,Bacteraemia,Non-Indigenous,2013
15-24,19F,0,Bacteraemia,Non-Indigenous,2013
15-24,23F,0,Bacteraemia,Non-Indigenous,2013
15-24,1,1,Bacteraemia,Non-Indigenous,2013
15-24,3,0,Bacteraemia,Non-Indigenous,2013
15-24,7F,0,Bacteraemia,Non-Indigenous,2013
15-24,8,0,Bacteraemia,Non-Indigenous,2013
15-24,9N,0,Bacteraemia,Non-Indigenous,2013
15-24,10A,0,Bacteraemia,Non-Indigenous,2013
15-24,11A,0,Bacteraemia,Non-Indigenous,2013
15-24,12F,0,Bacteraemia,Non-Indigenous,2013
15-24,15B,0,Bacteraemia,Non-Indigenous,2013
15-24,17F,0,Bacteraemia,Non-Indigenous,2013
15-24,19A,0,Bacteraemia,Non-Indigenous,2013
15-24,22F,0,Bacteraemia,Non-Indigenous,2013
15-24,33F,0,Bacteraemia,Non-Indigenous,2013
15-24,6A,0,Bacteraemia,Non-Indigenous,2013
15-24,6C,0,Bacteraemia,Non-Indigenous,2013
15-24,7C,0,Bacteraemia,Non-Indigenous,2013
15-24,13,0,Bacteraemia,Non-Indigenous,2013
15-24,15A,0,Bacteraemia,Non-Indigenous,2013
15-24,15C,1,Bacteraemia,Non-Indigenous,2013
15-24,16F,0,Bacteraemia,Non-Indigenous,2013
15-24,18B,0,Bacteraemia,Non-Indigenous,2013
15-24,22A,0,Bacteraemia,Non-Indigenous,2013
15-24,23A,0,Bacteraemia,Non-Indigenous,2013
15-24,23B,0,Bacteraemia,Non-Indigenous,2013
15-24,24F,0,Bacteraemia,Non-Indigenous,2013
15-24,31,0,Bacteraemia,Non-Indigenous,2013
15-24,34,0,Bacteraemia,Non-Indigenous,2013
15-24,35B,1,Bacteraemia,Non-Indigenous,2013
15-24,35F,1,Bacteraemia,Non-Indigenous,2013
15-24,37,0,Bacteraemia,Non-Indigenous,2013
15-24,38,0,Bacteraemia,Non-Indigenous,2013
15-24,Unknown,1,Bacteraemia,Non-Indigenous,2013
25-49,6B,0,Bacteraemia,Non-Indigenous,2013
25-49,18C,0,Bacteraemia,Non-Indigenous,2013
25-49,19F,0,Bacteraemia,Non-Indigenous,2013
25-49,23F,0,Bacteraemia,Non-Indigenous,2013
25-49,1,1,Bacteraemia,Non-Indigenous,2013
25-49,3,3,Bacteraemia,Non-Indigenous,2013
25-49,7F,1,Bacteraemia,Non-Indigenous,2013
25-49,8,0,Bacteraemia,Non-Indigenous,2013
25-49,9N,0,Bacteraemia,Non-Indigenous,2013
25-49,10A,0,Bacteraemia,Non-Indigenous,2013
25-49,11A,1,Bacteraemia,Non-Indigenous,2013
25-49,12F,0,Bacteraemia,Non-Indigenous,2013
25-49,15B,0,Bacteraemia,Non-Indigenous,2013
25-49,17F,0,Bacteraemia,Non-Indigenous,2013
25-49,19A,1,Bacteraemia,Non-Indigenous,2013
25-49,22F,2,Bacteraemia,Non-Indigenous,2013
25-49,33F,0,Bacteraemia,Non-Indigenous,2013
25-49,6A,0,Bacteraemia,Non-Indigenous,2013
25-49,6C,1,Bacteraemia,Non-Indigenous,2013
25-49,7C,0,Bacteraemia,Non-Indigenous,2013
25-49,13,1,Bacteraemia,Non-Indigenous,2013
25-49,15A,0,Bacteraemia,Non-Indigenous,2013
25-49,15C,0,Bacteraemia,Non-Indigenous,2013
25-49,16F,0,Bacteraemia,Non-Indigenous,2013
25-49,18B,0,Bacteraemia,Non-Indigenous,2013
25-49,22A,1,Bacteraemia,Non-Indigenous,2013
25-49,23A,2,Bacteraemia,Non-Indigenous,2013
25-49,23B,1,Bacteraemia,Non-Indigenous,2013
25-49,24F,0,Bacteraemia,Non-Indigenous,2013
25-49,31,1,Bacteraemia,Non-Indigenous,2013
25-49,34,0,Bacteraemia,Non-Indigenous,2013
25-49,35B,0,Bacteraemia,Non-Indigenous,2013
25-49,35F,1,Bacteraemia,Non-Indigenous,2013
25-49,37,1,Bacteraemia,Non-Indigenous,2013
25-49,38,0,Bacteraemia,Non-Indigenous,2013
25-49,Unknown,1,Bacteraemia,Non-Indigenous,2013
50-64,6B,0,Bacteraemia,Non-Indigenous,2013
50-64,18C,0,Bacteraemia,Non-Indigenous,2013
50-64,19F,2,Bacteraemia,Non-Indigenous,2013
50-64,23F,0,Bacteraemia,Non-Indigenous,2013
50-64,1,0,Bacteraemia,Non-Indigenous,2013
50-64,3,1,Bacteraemia,Non-Indigenous,2013
50-64,7F,4,Bacteraemia,Non-Indigenous,2013
50-64,8,0,Bacteraemia,Non-Indigenous,2013
50-64,9N,1,Bacteraemia,Non-Indigenous,2013
50-64,10A,1,Bacteraemia,Non-Indigenous,2013
50-64,11A,4,Bacteraemia,Non-Indigenous,2013
50-64,12F,0,Bacteraemia,Non-Indigenous,2013
50-64,15B,1,Bacteraemia,Non-Indigenous,2013
50-64,17F,0,Bacteraemia,Non-Indigenous,2013
50-64,19A,3,Bacteraemia,Non-Indigenous,2013
50-64,22F,2,Bacteraemia,Non-Indigenous,2013
50-64,33F,3,Bacteraemia,Non-Indigenous,2013
50-64,6A,1,Bacteraemia,Non-Indigenous,2013
50-64,6C,1,Bacteraemia,Non-Indigenous,2013
50-64,7C,0,Bacteraemia,Non-Indigenous,2013
50-64,13,0,Bacteraemia,Non-Indigenous,2013
50-64,15A,2,Bacteraemia,Non-Indigenous,2013
50-64,15C,0,Bacteraemia,Non-Indigenous,2013
50-64,16F,0,Bacteraemia,Non-Indigenous,2013
50-64,18B,1,Bacteraemia,Non-Indigenous,2013
50-64,22A,0,Bacteraemia,Non-Indigenous,2013
50-64,23A,3,Bacteraemia,Non-Indigenous,2013
50-64,23B,3,Bacteraemia,Non-Indigenous,2013
50-64,24F,0,Bacteraemia,Non-Indigenous,2013
50-64,31,2,Bacteraemia,Non-Indigenous,2013
50-64,34,0,Bacteraemia,Non-Indigenous,2013
50-64,35B,1,Bacteraemia,Non-Indigenous,2013
50-64,35F,2,Bacteraemia,Non-Indigenous,2013
50-64,37,0,Bacteraemia,Non-Indigenous,2013
50-64,38,0,Bacteraemia,Non-Indigenous,2013
50-64,Unknown,1,Bacteraemia,Non-Indigenous,2013
65-69,6B,0,Bacteraemia,Non-Indigenous,2013
65-69,18C,0,Bacteraemia,Non-Indigenous,2013
65-69,19F,1,Bacteraemia,Non-Indigenous,2013
65-69,23F,0,Bacteraemia,Non-Indigenous,2013
65-69,1,0,Bacteraemia,Non-Indigenous,2013
65-69,3,0,Bacteraemia,Non-Indigenous,2013
65-69,7F,3,Bacteraemia,Non-Indigenous,2013
65-69,8,0,Bacteraemia,Non-Indigenous,2013
65-69,9N,2,Bacteraemia,Non-Indigenous,2013
65-69,10A,0,Bacteraemia,Non-Indigenous,2013
65-69,11A,0,Bacteraemia,Non-Indigenous,2013
65-69,12F,0,Bacteraemia,Non-Indigenous,2013
65-69,15B,0,Bacteraemia,Non-Indigenous,2013
65-69,17F,0,Bacteraemia,Non-Indigenous,2013
65-69,19A,2,Bacteraemia,Non-Indigenous,2013
65-69,22F,1,Bacteraemia,Non-Indigenous,2013
65-69,33F,0,Bacteraemia,Non-Indigenous,2013
65-69,6A,0,Bacteraemia,Non-Indigenous,2013
65-69,6C,0,Bacteraemia,Non-Indigenous,2013
65-69,7C,0,Bacteraemia,Non-Indigenous,2013
65-69,13,1,Bacteraemia,Non-Indigenous,2013
65-69,15A,2,Bacteraemia,Non-Indigenous,2013
65-69,15C,0,Bacteraemia,Non-Indigenous,2013
65-69,16F,0,Bacteraemia,Non-Indigenous,2013
65-69,18B,0,Bacteraemia,Non-Indigenous,2013
65-69,22A,0,Bacteraemia,Non-Indigenous,2013
65-69,23A,0,Bacteraemia,Non-Indigenous,2013
65-69,23B,0,Bacteraemia,Non-Indigenous,2013
65-69,24F,0,Bacteraemia,Non-Indigenous,2013
65-69,31,0,Bacteraemia,Non-Indigenous,2013
65-69,34,0,Bacteraemia,Non-Indigenous,2013
65-69,35B,1,Bacteraemia,Non-Indigenous,2013
65-69,35F,2,Bacteraemia,Non-Indigenous,2013
65-69,37,0,Bacteraemia,Non-Indigenous,2013
65-69,38,1,Bacteraemia,Non-Indigenous,2013
65-69,Unknown,0,Bacteraemia,Non-Indigenous,2013
70-74,6B,1,Bacteraemia,Non-Indigenous,2013
70-74,18C,0,Bacteraemia,Non-Indigenous,2013
70-74,19F,3,Bacteraemia,Non-Indigenous,2013
70-74,23F,0,Bacteraemia,Non-Indigenous,2013
70-74,1,0,Bacteraemia,Non-Indigenous,2013
70-74,3,1,Bacteraemia,Non-Indigenous,2013
70-74,7F,0,Bacteraemia,Non-Indigenous,2013
70-74,8,0,Bacteraemia,Non-Indigenous,2013
70-74,9N,1,Bacteraemia,Non-Indigenous,2013
70-74,10A,0,Bacteraemia,Non-Indigenous,2013
70-74,11A,0,Bacteraemia,Non-Indigenous,2013
70-74,12F,0,Bacteraemia,Non-Indigenous,2013
70-74,15B,0,Bacteraemia,Non-Indigenous,2013
70-74,17F,0,Bacteraemia,Non-Indigenous,2013
70-74,19A,1,Bacteraemia,Non-Indigenous,2013
70-74,22F,2,Bacteraemia,Non-Indigenous,2013
70-74,33F,1,Bacteraemia,Non-Indigenous,2013
70-74,6A,0,Bacteraemia,Non-Indigenous,2013
70-74,6C,0,Bacteraemia,Non-Indigenous,2013
70-74,7C,0,Bacteraemia,Non-Indigenous,2013
70-74,13,0,Bacteraemia,Non-Indigenous,2013
70-74,15A,1,Bacteraemia,Non-Indigenous,2013
70-74,15C,0,Bacteraemia,Non-Indigenous,2013
70-74,16F,0,Bacteraemia,Non-Indigenous,2013
70-74,18B,0,Bacteraemia,Non-Indigenous,2013
70-74,22A,0,Bacteraemia,Non-Indigenous,2013
70-74,23A,0,Bacteraemia,Non-Indigenous,2013
70-74,23B,3,Bacteraemia,Non-Indigenous,2013
70-74,24F,0,Bacteraemia,Non-Indigenous,2013
70-74,31,1,Bacteraemia,Non-Indigenous,2013
70-74,34,0,Bacteraemia,Non-Indigenous,2013
70-74,35B,1,Bacteraemia,Non-Indigenous,2013
70-74,35F,0,Bacteraemia,Non-Indigenous,2013
70-74,37,0,Bacteraemia,Non-Indigenous,2013
70-74,38,0,Bacteraemia,Non-Indigenous,2013
70-74,Unknown,0,Bacteraemia,Non-Indigenous,2013
75-79,6B,1,Bacteraemia,Non-Indigenous,2013
75-79,18C,0,Bacteraemia,Non-Indigenous,2013
75-79,19F,0,Bacteraemia,Non-Indigenous,2013
75-79,23F,0,Bacteraemia,Non-Indigenous,2013
75-79,1,0,Bacteraemia,Non-Indigenous,2013
75-79,3,0,Bacteraemia,Non-Indigenous,2013
75-79,7F,2,Bacteraemia,Non-Indigenous,2013
75-79,8,0,Bacteraemia,Non-Indigenous,2013
75-79,9N,0,Bacteraemia,Non-Indigenous,2013
75-79,10A,0,Bacteraemia,Non-Indigenous,2013
75-79,11A,1,Bacteraemia,Non-Indigenous,2013
75-79,12F,0,Bacteraemia,Non-Indigenous,2013
75-79,15B,1,Bacteraemia,Non-Indigenous,2013
75-79,17F,0,Bacteraemia,Non-Indigenous,2013
75-79,19A,2,Bacteraemia,Non-Indigenous,2013
75-79,22F,1,Bacteraemia,Non-Indigenous,2013
75-79,33F,0,Bacteraemia,Non-Indigenous,2013
75-79,6A,0,Bacteraemia,Non-Indigenous,2013
75-79,6C,1,Bacteraemia,Non-Indigenous,2013
75-79,7C,0,Bacteraemia,Non-Indigenous,2013
75-79,13,0,Bacteraemia,Non-Indigenous,2013
75-79,15A,0,Bacteraemia,Non-Indigenous,2013
75-79,15C,1,Bacteraemia,Non-Indigenous,2013
75-79,16F,2,Bacteraemia,Non-Indigenous,2013
75-79,18B,0,Bacteraemia,Non-Indigenous,2013
75-79,22A,0,Bacteraemia,Non-Indigenous,2013
75-79,23A,1,Bacteraemia,Non-Indigenous,2013
75-79,23B,2,Bacteraemia,Non-Indigenous,2013
75-79,24F,0,Bacteraemia,Non-Indigenous,2013
75-79,31,0,Bacteraemia,Non-Indigenous,2013
75-79,34,0,Bacteraemia,Non-Indigenous,2013
75-79,35B,1,Bacteraemia,Non-Indigenous,2013
75-79,35F,1,Bacteraemia,Non-Indigenous,2013
75-79,37,1,Bacteraemia,Non-Indigenous,2013
75-79,38,2,Bacteraemia,Non-Indigenous,2013
75-79,Unknown,0,Bacteraemia,Non-Indigenous,2013
80-84,6B,0,Bacteraemia,Non-Indigenous,2013
80-84,18C,0,Bacteraemia,Non-Indigenous,2013
80-84,19F,0,Bacteraemia,Non-Indigenous,2013
